dev,ino,size_bytes
2053,2646577,160
2053,2646580,421
2053,2646581,1814
2053,2646582,4616
2053,2646583,4024
2053,2646585,52
2053,2646586,341
2053,2646587,329
2053,2646588,1048
2053,2646589,1301
2053,2646591,0
2053,2646592,79
2053,2646593,192
2053,2646594,172
2053,2646595,217
2053,2646596,377
2053,2646597,2177
2053,2646598,236
2053,2646599,2400
2053,2646600,1409
2053,2646602,75
2053,2646603,36
2053,2646604,128
2053,2646606,166
2053,2646607,2111
2053,2646608,215
2053,2646609,1354
2053,2646610,293
2053,2646612,241
2053,2646613,1088
2053,2646614,249
2053,2646615,1693
2053,2646616,210
2053,2646617,135
2053,2646618,125
2053,2646621,7957
2053,2646622,504
2053,2646623,276
2053,2646624,916
2053,2646625,302
2053,2646626,1890
2053,2646627,82
2053,2646630,63
2053,2646631,2455
2053,2646633,445
2053,2646635,1323
2053,2646636,1845
2053,2646637,4450
2053,2646638,1233
2053,2646639,1451
2053,2646640,1295
2053,2646641,650
2053,2646642,1936
2053,2646643,1040
2053,2646644,1918
2053,2646645,602
2053,2646646,943
2053,2646647,911
2053,2646648,682
2053,2646649,2384
2053,2646650,593
2053,2646652,1396
2053,2646653,758
2053,2646654,1103
2053,2646655,591
2053,2646656,604
2053,2646657,1755
2053,2646658,2313
2053,2646659,5466
2053,2646660,383
2053,2646661,1419
2053,2646662,516
2053,2646663,1589
2053,2646664,2328
2053,2646665,719
2053,2646666,2751
2053,2646667,4175
2053,2646668,3078
2053,2646670,1801
2053,2646671,371
2053,2646672,746
2053,2646673,191
2053,2646674,409
2053,2646675,478
2053,2646676,1192
2053,2646677,183
2053,2646678,378
2053,2646679,1089
2053,2646680,239
2053,2646681,746
2053,2646682,311
2053,2646683,390
2053,2646684,1021
2053,2646685,364
2053,2646686,199
2053,2646687,284
2053,2646688,251
2053,2646689,785
2053,2646690,404
2053,2646692,0
2053,2646693,102
2053,2646694,222
2053,2646695,75
2053,2646696,230
2053,2646697,253
2053,2646698,143
2053,2646699,430
2053,2646700,1358
2053,2646701,2307
2053,2646703,3387
2053,2646704,104
2053,2646706,13087
2053,2646707,82
2053,2646710,3047
2053,2646711,1796
2053,2646712,819
2053,2646713,17557
2053,2646714,2273
2053,2646715,1057
2053,2646716,727
2053,2646717,1181
2053,2646718,828
2053,2646719,2999
2053,2646720,11582
2053,2646722,398
2053,2646723,113
2053,2646724,360
2053,2646725,960
2053,2646726,825
2053,2646727,302
2053,2646728,1175
2053,2646729,69
2053,2646730,1116
2053,2646731,1097
2053,2646732,234
2053,2646733,189
2053,2646735,5118
2053,2646736,88
2053,2646739,12596
2053,2646740,466
2053,2646743,0
2053,2646745,43
2053,2646746,2111
2053,2646747,833
2053,2646748,2426
2053,2646749,1972
2053,2646750,82
2053,2646753,292
2053,2646754,2048
2053,2646755,368
2053,2646756,1579
2053,2646757,833
2053,2646758,621
2053,2646759,673
2053,2646760,3442
2053,2646761,84
2053,2646763,1327
2053,2646764,79
2053,2646767,1391
2053,2646768,2124
2053,2646769,2411
2053,2646770,1632
2053,2646771,1226
2053,2646772,507
2053,2646773,1596
2053,2646774,3430
2053,2646775,3274
2053,2646776,1395
2053,2646777,5300
2053,2646778,161
2053,2646781,0
2053,2646782,1977
2053,2646783,1034
2053,2646784,2045
2053,2646785,9002
2053,2646786,2186
2053,2646787,2824
2053,2646788,110
2053,2646791,5194
2053,2646792,130
2053,2646793,924
2053,2646794,851
2053,2646795,1091
2053,2646796,3224
2053,2646797,386
2053,2646800,3470
2053,2646802,341
2053,2646803,766
2053,2646804,901
2053,2646805,2944
2053,2646806,2438
2053,2646807,722
2053,2646809,0
2053,2646810,6223
2053,2646811,7137
2053,2646812,1273
2053,2646813,360
2053,2646814,1749
2053,2646815,1735
2053,2646816,296
2053,2646817,928
2053,2646818,1259
2053,2646820,3762
2053,2646822,0
2053,2646823,115
2053,2646824,633
2053,2646825,93
2053,2646826,510
2053,2646827,107
2053,2646828,64
2053,2646830,0
2053,2646831,90
2053,2646832,93
2053,2646833,586
2053,2646834,311
2053,2646835,462
2053,2646836,549
2053,2646837,563
2053,2646838,392
2053,2646839,95
2053,2646840,428
2053,2646841,579
2053,2646842,722
2053,2646844,0
2053,2646845,559
2053,2646846,798
2053,2646847,882
2053,2646848,218
2053,2646850,0
2053,2646851,79
2053,2646852,189
2053,2646853,544
2053,2646854,207
2053,2646855,117
2053,2646856,534
2053,2646857,242
2053,2646858,191
2053,2646859,2238
2053,2646860,29
2053,2646862,0
2053,2646863,84
2053,2646864,967
2053,2646866,0
2053,2646867,452
2053,2646868,262
2053,2646869,680
2053,2646870,911
2053,2646871,1612
2053,2646872,680
2053,2646873,494
2053,2646874,595
2053,2646875,859
2053,2646876,578
2053,2646877,7555
2053,2646878,5381
2053,2646879,133
2053,2646881,0
2053,2646882,227
2053,2646883,46
2053,2646884,239
2053,2646885,43
2053,2646886,251
2053,2646888,0
2053,2646889,50
2053,2646890,52
2053,2646891,50
2053,2646892,50
2053,2646893,48
2053,2646895,0
2053,2646896,934
2053,2646897,517
2053,2646898,1689
2053,2646899,665
2053,2646900,425
2053,2646901,1315
2053,2646902,328
2053,2646903,670
2053,2646904,2303
2053,2646905,178
2053,2646906,150
2053,2646907,602
2053,2646909,0
2053,2646910,2621
2053,2646911,1053
2053,2646912,144
2053,2646913,620
2053,2646914,431
2053,2646915,160
2053,2646916,786
2053,2646917,3598
2053,2646918,79
2053,2646919,84
2053,2646920,84
2053,2646921,25
2053,2646922,199
2053,2646923,363
2053,2646925,242
2053,2646926,6812
2053,2646928,0
2053,2646929,1370
2053,2646930,616
2053,2646931,847
2053,2646934,339
2053,2646935,3344
2053,2646936,3344
2053,2646937,3344
2053,2646938,3344
2053,2646939,3344
2053,2646940,3344
2053,2646941,53
2053,2646942,75
2053,2646945,723
2053,2646946,88
2053,2646949,1625
2053,2646950,734
2053,2646951,715
2053,2646952,15411
2053,2646953,1164
2053,2646954,934
2053,2646955,720
2053,2646956,301
2053,2646957,77
2053,2646960,294
2053,2646961,309
2053,2646962,68
2053,2646963,833
2053,2646964,2259
2053,2646965,2874
2053,2646967,602
2053,2646968,1646
2053,2646969,817
2053,2646970,827
2053,2646971,1108
2053,2646972,394
2053,2646973,205
2053,2646974,768
2053,2646975,2496
2053,2646976,442
2053,2646977,314
2053,2646978,1735
2053,2646979,479
2053,2646980,151
2053,2646981,476
2053,2646982,1495
2053,2646983,637
2053,2646984,2558
2053,2646985,536
2053,2646986,981
2053,2646987,4016
2053,2646988,885
2053,2646989,335
2053,2646990,235
2053,2646991,997
2053,2646992,964
2053,2646993,2331
2053,2646994,88
2053,2646996,82
2053,2646998,425
2053,2646999,263
2053,2647000,13310
2053,2647002,86
2053,2647003,3633
2053,2647005,141
2053,2647007,2235
2053,2647008,453
2053,2647009,3170
2053,2647010,2243
2053,2647012,150
2053,2647013,322
2053,2647014,1744
2053,2647015,23015
2053,2647016,380
2053,2647017,227
2053,2647018,894
2053,2647019,2497
2053,2647020,46
2053,2647021,906
2053,2647023,80
2053,2647025,147
2053,2647026,61
2053,2647027,148
2053,2647028,222
2053,2647029,159
2053,2647030,26
2053,2647032,84
2053,2647034,527
2053,2647035,553
2053,2647036,92
2053,2647037,2939
2053,2647039,78
2053,2647041,3510
2053,2647042,176
2053,2647043,0
2053,2647045,0
2053,2647046,354
2053,2647047,1080
2053,2647049,3141
2053,2647050,1181
2053,2647051,227
2053,2647053,7575
2053,2647054,684
2053,2647055,2186
2053,2647056,202
2053,2647057,246
2053,2647058,1990
2053,2647060,776
2053,2647061,1557
2053,2647062,1555
2053,2647063,1423
2053,2647064,1512
2053,2647066,83
2053,2647067,1775
2053,2647069,406
2053,2647071,907
2053,2647072,395
2053,2647074,5876
2053,2647076,859
2053,2647077,510
2053,2647078,306
2053,2647079,702
2053,2647080,541
2053,2647081,257
2053,2647082,413
2053,2647083,333
2053,2647084,259
2053,2647085,564
2053,2647086,182
2053,2647087,444
2053,2647088,2266
2053,2647089,635
2053,2647090,296
2053,2647092,299
2053,2647093,437
2053,2647094,1054
2053,2647095,1345
2053,2647096,471
2053,2647097,604
2053,2647098,449
2053,2647100,714
2053,2647101,840
2053,2647102,563
2053,2647103,867
2053,2647104,346
2053,2647105,930
2053,2647106,206
2053,2647107,1708
2053,2647108,552
2053,2647109,1007
2053,2647110,673
2053,2647111,1031
2053,2647112,338
2053,2647113,316
2053,2647114,3468
2053,2647115,748
2053,2647116,328
2053,2647118,578
2053,2647119,718
2053,2647120,741
2053,2647121,675
2053,2647122,915
2053,2647123,1142
2053,2647124,455
2053,2647125,442
2053,2647126,404
2053,2647127,683
2053,2647128,1220
2053,2647129,1307
2053,2647130,413
2053,2647131,887
2053,2647132,430
2053,2647133,552
2053,2647134,441
2053,2647135,647
2053,2647136,304
2053,2647137,625
2053,2647138,616
2053,2647139,272
2053,2647140,322
2053,2647141,979
2053,2647142,2094
2053,2647143,1015
2053,2647145,205
2053,2647146,940
2053,2647147,1400
2053,2647148,442
2053,2647150,722
2053,2647151,390
2053,2647152,387
2053,2647153,288
2053,2647154,528
2053,2647155,338
2053,2647156,440
2053,2647157,780
2053,2647158,573
2053,2647159,512
2053,2647160,831
2053,2647161,457
2053,2647162,597
2053,2647163,788
2053,2647165,179
2053,2647166,530
2053,2647167,612
2053,2647168,579
2053,2647169,245
2053,2647170,913
2053,2647171,546
2053,2647173,251
2053,2647174,1840
2053,2647175,1417
2053,2647176,1016
2053,2647177,1890
2053,2647178,891
2053,2647179,501
2053,2647180,479
2053,2647181,230
2053,2647182,267
2053,2647183,1039
2053,2647184,477
2053,2647185,1288
2053,2647186,1197
2053,2647187,798
2053,2647188,2454
2053,2647189,2386
2053,2647190,590
2053,2647191,318
2053,2647192,639
2053,2647193,344
2053,2647194,868
2053,2647196,397
2053,2647197,378
2053,2647198,298
2053,2647199,356
2053,2647200,368
2053,2647201,421
2053,2647202,1173
2053,2647203,930
2053,2647204,1829
2053,2647205,371
2053,2647206,422
2053,2647207,835
2053,2647208,752
2053,2647209,982
2053,2647210,165
2053,2647211,405
2053,2647212,357
2053,2647214,413
2053,2647215,936
2053,2647216,1558
2053,2647217,2147
2053,2647218,1140
2053,2647219,1310
2053,2647220,487
2053,2647221,1331
2053,2647222,809
2053,2647224,120
2053,2647225,397
2053,2647226,998
2053,2647227,1163
2053,2647228,686
2053,2647229,1227
2053,2647231,386
2053,2647232,1200
2053,2647233,432
2053,2647234,186
2053,2647235,417
2053,2647236,245
2053,2647238,205
2053,2647239,535
2053,2647240,1090
2053,2647241,1181
2053,2647242,374
2053,2647243,757
2053,2647244,3267
2053,2647245,284
2053,2647246,426
2053,2647247,382
2053,2647248,400
2053,2647250,290
2053,2647251,821
2053,2647252,1000
2053,2647253,5058
2053,2647254,1659
2053,2647255,6451
2053,2647256,4062
2053,2647257,1272
2053,2647258,776
2053,2647259,189
2053,2647260,298
2053,2647261,892
2053,2647262,593
2053,2647263,721
2053,2647264,1880
2053,2647265,255
2053,2647266,968
2053,2647268,147
2053,2647269,409
2053,2647270,1719
2053,2647271,1707
2053,2647272,407
2053,2647273,407
2053,2647275,155
2053,2647276,2376
2053,2647277,756
2053,2647278,226
2053,2647279,2957
2053,2647280,296
2053,2647281,474
2053,2647282,950
2053,2647283,357
2053,2647284,487
2053,2647285,212
2053,2647286,386
2053,2647288,405
2053,2647289,2597
2053,2647290,1646
2053,2647291,723
2053,2647292,6328
2053,2647293,5110
2053,2647294,1758
2053,2647295,1396
2053,2647296,2817
2053,2647297,19870
2053,2647298,3785
2053,2647299,1257
2053,2647301,133
2053,2647302,3613
2053,2647303,2294
2053,2647304,1095
2053,2647305,506
2053,2647306,4315
2053,2647307,1168
2053,2647309,1332
2053,2647310,539
2053,2647311,2032
2053,2647312,140
2053,2647313,1552
2053,2647314,1809
2053,2647315,953
2053,2647316,369
2053,2647317,203
2053,2647318,823
2053,2647319,1551
2053,2647320,243
2053,2647321,1405
2053,2647322,406
2053,2647323,137
2053,2647324,999
2053,2647325,629
2053,2647326,210
2053,2647327,208
2053,2647328,345
2053,2647329,613
2053,2647330,2242
2053,2647331,2042
2053,2647332,375
2053,2647333,287
2053,2647334,176
2053,2647335,134
2053,2647336,138
2053,2647337,1141
2053,2647338,291
2053,2647339,366
2053,2647341,579
2053,2647342,1516
2053,2647343,2021
2053,2647344,435
2053,2647345,1244
2053,2647346,1437
2053,2647347,648
2053,2647348,893
2053,2647350,502
2053,2647351,628
2053,2647352,1177
2053,2647353,2874
2053,2647354,1106
2053,2647355,668
2053,2647356,4308
2053,2647358,215
2053,2647359,368
2053,2647360,329
2053,2647361,674
2053,2647362,260
2053,2647363,205
2053,2647364,725
2053,2647365,367
2053,2647366,469
2053,2647367,471
2053,2647368,1759
2053,2647369,1215
2053,2647371,418
2053,2647372,2567
2053,2647373,3760
2053,2647374,1013
2053,2647375,1449
2053,2647376,775
2053,2647377,1810
2053,2647378,527
2053,2647379,481
2053,2647380,405
2053,2647382,81
2053,2647384,154
2053,2647385,3638
2053,2647387,1339
2053,2647389,2010
2053,2647391,476
2053,2647392,381
2053,2647393,408
2053,2647394,179
2053,2647395,387
2053,2647396,385
2053,2647397,259
2053,2647398,232
2053,2647399,625
2053,2647400,247
2053,2647401,3421
2053,2647402,2145
2053,2647403,706
2053,2647405,3108
2053,2647407,371
2053,2647409,519
2053,2647410,458
2053,2647411,4664
2053,2647412,1470
2053,2647413,613
2053,2647414,2007
2053,2647415,1932
2053,2647417,659
2053,2647418,1054
2053,2647419,838
2053,2647420,876
2053,2647421,1268
2053,2647422,3448
2053,2647423,778
2053,2647424,972
2053,2647425,1017
2053,2647426,3621
2053,2647428,414
2053,2647429,1100
2053,2647430,2907
2053,2647431,394
2053,2647432,789
2053,2647433,945
2053,2647434,409
2053,2647435,1811
2053,2647436,3799
2053,2647437,2730
2053,2647438,652
2053,2647440,214
2053,2647442,50
2053,2647443,1484
2053,2647445,174
2053,2647446,1312
2053,2647447,546
2053,2647448,283
2053,2647450,61
2053,2647451,519
2053,2647452,254
2053,2647454,174
2053,2647456,0
2053,2647458,0
2053,2647460,106
2053,2647461,2158
2053,2647462,901
2053,2647463,1232
2053,2647465,551
2053,2647466,1050
2053,2647467,703
2053,2647468,1380
2053,2647469,1330
2053,2647470,1073
2053,2647471,1025
2053,2647472,1520
2053,2647473,990
2053,2647474,469
2053,2647475,1060
2053,2647477,80
2053,2647478,3624
2053,2647480,82
2053,2647482,141
2053,2647483,7992
2053,2647485,88
2053,2647487,1212
2053,2647488,134
2053,2647490,1024
2053,2647491,342
2053,2647492,3461
2053,2647493,2204
2053,2647494,1291
2053,2647495,4095
2053,2647497,743
2053,2647498,2781
2053,2647499,2018
2053,2647500,2411
2053,2647501,12791
2053,2647502,3377
2053,2647503,1844
2053,2647504,6396
2053,2647505,4782
2053,2647506,654
2053,2647507,2083
2053,2647508,4248
2053,2647509,2297
2053,2647510,2118
2053,2647511,3485
2053,2647512,2477
2053,2647513,1382
2053,2647514,4149
2053,2647515,1944
2053,2647516,3000
2053,2647517,1400
2053,2647518,1386
2053,2647519,33
2053,2647520,1710
2053,2647521,1445
2053,2647522,247
2053,2647523,4445
2053,2647524,2249
2053,2647525,1178
2053,2647526,2461
2053,2647527,1145
2053,2647528,1576
2053,2647529,3151
2053,2647530,729
2053,2647532,50
2053,2647533,2896
2053,2647534,1794
2053,2647535,613
2053,2647536,970
2053,2647537,1817
2053,2647538,2478
2053,2647539,1176
2053,2647541,42
2053,2647542,325
2053,2647543,4865
2053,2647544,639
2053,2647545,706
2053,2647547,221
2053,2647548,28
2053,2647549,525
2053,2647550,46
2053,2647551,576
2053,2647552,117
2053,2647554,470
2053,2647555,15045
2053,2647556,558
2053,2647557,1253
2053,2647558,164
2053,2647559,12455
2053,2647560,3428
2053,2647561,2801
2053,2647562,198
2053,2647564,41
2053,2647565,18127
2053,2647566,3787
2053,2647567,740
2053,2647568,8865
2053,2647569,10968
2053,2647570,16783
2053,2647571,3509
2053,2647572,722
2053,2647573,4059
2053,2647574,3339
2053,2647575,4766
2053,2647576,282
2053,2647577,4648
2053,2647578,20249
2053,2647579,767
2053,2647581,32
2053,2647582,1325
2053,2647583,6529
2053,2647585,47
2053,2647586,2137
2053,2647587,729
2053,2647589,0
2053,2647590,2443
2053,2647591,2611
2053,2647592,3373
2053,2647593,314
2053,2647594,1454
2053,2647595,2400
2053,2647596,4414
2053,2647598,0
2053,2647599,24268
2053,2647600,7564
2053,2647601,1101
2053,2647602,36043
2053,2647604,0
2053,2647605,210
2053,2647606,1836
2053,2647607,239
2053,2647608,926
2053,2647610,523
2053,2647611,1836
2053,2647612,2697
2053,2647613,867
2053,2647614,3889
2053,2647615,3443
2053,2647616,1638
2053,2647617,4157
2053,2647618,3565
2053,2647619,3357
2053,2647620,3261
2053,2647621,403
2053,2647622,469
2053,2647623,1933
2053,2647624,2342
2053,2647625,2444
2053,2647627,524
2053,2647628,267
2053,2647629,1258
2053,2647630,274
2053,2647631,684
2053,2647632,74
2053,2647633,316
2053,2647634,104
2053,2647635,426
2053,2647636,248
2053,2647637,61
2053,2647638,705
2053,2647640,44
2053,2647641,626
2053,2647642,1857
2053,2647643,2779
2053,2647645,52
2053,2647646,3140
2053,2647647,256
2053,2647648,652
2053,2647649,4705
2053,2647650,3776
2053,2647651,1110
2053,2647652,5976
2053,2647653,2720
2053,2647654,5410
2053,2647656,0
2053,2647657,1470
2053,2647658,4501
2053,2647659,1663
2053,2647660,2582
2053,2647661,3898
2053,2647662,504
2053,2647663,2504
2053,2647664,260
2053,2647665,519
2053,2647666,4000
2053,2647667,5337
2053,2647668,251
2053,2647669,1904
2053,2647670,10147
2053,2647671,833
2053,2647672,2918
2053,2647673,974
2053,2647674,1202
2053,2647675,4162
2053,2647676,4426
2053,2647677,1569
2053,2647678,166
2053,2647679,1977
2053,2647680,2374
2053,2647681,3117
2053,2647682,352
2053,2647683,2721
2053,2647684,1586
2053,2647685,8791
2053,2647686,4113
2053,2647687,11292
2053,2647689,0
2053,2647690,659
2053,2647691,42
2053,2647693,226
2053,2647694,4667
2053,2647695,2732
2053,2647696,920
2053,2647698,94
2053,2647700,798
2053,2647702,0
2053,2647703,22
2053,2647705,0
2053,2647706,1699
2053,2647707,660
2053,2647708,176
2053,2647710,96
2053,2647711,290
2053,2647712,434
2053,2647713,236
2053,2647714,1269
2053,2647715,406
2053,2647716,1024
2053,2647717,301
2053,2647718,241
2053,2647720,303
2053,2647721,285
2053,2647722,18
2053,2647723,304
2053,2647724,261
2053,2647725,488
2053,2647726,555
2053,2647727,1175
2053,2647728,477
2053,2647729,1723
2053,2647731,308
2053,2647733,2186
2053,2647734,3287
2053,2647735,3092
2053,2647736,2566
2053,2647737,1906
2053,2647738,627
2053,2647739,498
2053,2647740,4058
2053,2647741,3535
2053,2647742,3840
2053,2647743,363
2053,2647744,1263
2053,2647745,2494
2053,2647746,816
2053,2647747,1379
2053,2647748,2180
2053,2647749,673
2053,2647750,1032
2053,2647751,937
2053,2647752,621
2053,2647753,386
2053,2647754,288
2053,2647755,1550
2053,2647756,1722
2053,2647757,2585
2053,2647758,1016
2053,2647759,2676
2053,2647760,339
2053,2647761,605
2053,2647762,1497
2053,2647763,3041
2053,2647764,660
2053,2647765,3251
2053,2647766,1552
2053,2647767,506
2053,2647768,1218
2053,2647769,1173
2053,2647770,1105
2053,2647771,1617
2053,2647772,2693
2053,2647773,8883
2053,2647774,2097
2053,2647775,318
2053,2647776,657
2053,2647778,86
2053,2647780,386
2053,2647781,879
2053,2647782,2746
2053,2647783,3533
2053,2647784,1676
2053,2647785,210
2053,2647787,215
2053,2647789,53
2053,2647790,3746
2053,2647791,934
2053,2647792,4399
2053,2647794,0
2053,2647796,184
2053,2647797,325
2053,2647798,488
2053,2647799,232
2053,2647800,289
2053,2647801,231
2053,2647802,1005
2053,2647804,131
2053,2647805,549
2053,2647806,25
2053,2647807,25
2053,2647808,1825
2053,2647810,0
2053,2647812,0
2053,2647813,49
2053,2647814,2013
2053,2647816,0
2053,2647817,2394
2053,2647818,1998
2053,2647819,981
2053,2647820,1976
2053,2647821,1375
2053,2647822,2845
2053,2647823,1025
2053,2647824,2263
2053,2647825,657
2053,2647826,2279
2053,2647827,840
2053,2647828,355
2053,2647829,613
2053,2647830,3273
2053,2647831,744
2053,2647832,252
2053,2647833,157
2053,2647834,1175
2053,2647835,1235
2053,2647836,810
2053,2647837,1020
2053,2647838,909
2053,2647839,1380
2053,2647840,3368
2053,2647841,573
2053,2647842,1415
2053,2647843,4479
2053,2647844,823
2053,2647845,5070
2053,2647847,2941
2053,2647848,2414
2053,2647850,133
2053,2647851,1114
2053,2647852,1051
2053,2647853,329
2053,2647854,7010
2053,2647855,57
2053,2647856,376
2053,2647857,549
2053,2647859,80
2053,2647861,227
2053,2647862,100
2053,2647863,1568
2053,2647864,532
2053,2647866,403
2053,2647867,67979
2053,2647869,0
2053,2647870,1018
2053,2647872,82
2053,2647873,7215
2053,2647875,79
2053,2647877,515
2053,2647878,888
2053,2647879,1427
2053,2647880,189
2053,2647881,1516
2053,2647882,1148
2053,2647883,1295
2053,2647884,1104
2053,2647885,3200
2053,2647886,2222
2053,2647887,799
2053,2647888,953
2053,2647889,2472
2053,2647890,1099
2053,2647891,4974
2053,2647892,374
2053,2647894,384
2053,2647896,675
2053,2647898,264
2053,2647899,2219
2053,2647900,1155
2053,2647901,8818
2053,2647902,2230
2053,2647903,3278
2053,2647904,723
2053,2647905,7519
2053,2647907,0
2053,2647908,1633
2053,2647909,1554
2053,2647910,2147
2053,2647911,2528
2053,2647912,576
2053,2647913,1394
2053,2647914,6437
2053,2647915,1571
2053,2647916,7111
2053,2647917,1327
2053,2647918,759
2053,2647919,91
2053,2647920,228
2053,2647921,2529
2053,2647922,403
2053,2647923,1419
2053,2647924,319
2053,2647925,31284
2053,2647926,281
2053,2647927,565
2053,2647929,78
2053,2647930,6144
2053,2647932,124
2053,2647934,395
2053,2647935,1558
2053,2647937,468
2053,2647939,0
2053,2647940,140
2053,2647941,55
2053,2647942,184
2053,2647943,78
2053,2647944,1248
2053,2647946,29
2053,2647947,7402
2053,2647948,28394
2053,2647949,8569
2053,2647951,0
2053,2647952,1235
2053,2647953,3672
2053,2647954,5906
2053,2647955,4252
2053,2647956,8049
2053,2647957,3280
2053,2647958,5508
2053,2647960,0
2053,2647961,1443
2053,2647962,192
2053,2647963,382
2053,2647964,1569
2053,2647965,590
2053,2647966,1228
2053,2647967,793
2053,2647968,421
2053,2647969,207
2053,2647970,967
2053,2647971,1853
2053,2647973,0
2053,2647974,157
2053,2647975,4223
2053,2647976,1062
2053,2647977,6377
2053,2647978,2161
2053,2647979,27081
2053,2647980,181
2053,2647982,0
2053,2647983,1025
2053,2647985,49
2053,2647986,431
2053,2647987,3025
2053,2647989,88
2053,2647990,830
2053,2647994,10755
2053,2647996,53
2053,2647997,6681
2053,2647998,11921
2053,2648000,0
2053,2648001,15403
2053,2648002,605
2053,2648003,122678
2053,2648004,986
2053,2648005,9328
2053,2648006,5360
2053,2648007,2352
2053,2648008,8896
2053,2648010,0
2053,2648011,113
2053,2648012,210
2053,2648013,5014
2053,2648014,1816
2053,2648015,1771
2053,2648016,865
2053,2648017,1511
2053,2648018,145
2053,2648019,148
2053,2648020,363
2053,2648021,4103
2053,2648022,1604
2053,2648023,1419
2053,2648024,704
2053,2648025,2202
2053,2648026,95
2053,2648027,532
2053,2648028,2568
2053,2648029,8205
2053,2648030,924
2053,2648031,7754
2053,2648032,6950
2053,2648033,17635
2053,2648035,0
2053,2648036,8503
2053,2648037,548
2053,2648039,144
2053,2648041,10068
2053,2648042,8444
2053,2648043,2541
2053,2648044,3890
2053,2648045,5925
2053,2648046,2510
2053,2648047,275
2053,2648048,3196
2053,2648049,594
2053,2648050,1773
2053,2648051,896
2053,2648052,4127
2053,2648053,5560
2053,2648055,106
2053,2648057,1798
2053,2648058,490
2053,2648059,1200
2053,2648060,21556
2053,2648061,2838
2053,2648062,11907
2053,2648063,13209
2053,2648064,3674
2053,2648065,8831
2053,2648066,1033
2053,2648067,1616
2053,2648068,1188
2053,2648070,77
2053,2648072,53
2053,2648074,0
2053,2648076,0
2053,2648077,11254
2053,2648078,3017
2053,2648079,253
2053,2648081,0
2053,2648082,1290
2053,2648083,1736
2053,2648085,0
2053,2648086,981
2053,2648087,670
2053,2648089,0
2053,2648090,1762
2053,2648091,2187
2053,2648092,765
2053,2648094,0
2053,2648095,79
2053,2648096,764
2053,2648097,629
2053,2648099,0
2053,2648100,5038
2053,2648101,1963
2053,2648102,1888
2053,2648103,86
2053,2648104,2190
2053,2648105,865
2053,2648106,484
2053,2648107,1795
2053,2648108,692
2053,2648109,13757
2053,2648110,780
2053,2648112,339
2053,2648113,6580
2053,2648115,115
2053,2648117,8696
2053,2648119,112
2053,2648121,221
2053,2648122,3101
2053,2648123,1987
2053,2648124,1191
2053,2648126,142
2053,2648127,22338
2053,2648129,452
2053,2648130,87
2053,2648132,78
2053,2648134,53
2053,2648135,39
2053,2648136,799
2053,2648137,16494
2053,2648138,5687
2053,2648139,431
2053,2648141,0
2053,2648142,256
2053,2648144,217
2053,2648146,795
2053,2648147,241
2053,2648148,180
2053,2648149,649
2053,2648151,2267
2053,2648152,761
2053,2648154,1269
2053,2648155,43
2053,2648156,289
2053,2648157,1046
2053,2648158,1688
2053,2648159,326
2053,2648160,836
2053,2648161,634
2053,2648162,294
2053,2648163,307
2053,2648164,481
2053,2648165,380
2053,2648166,951
2053,2648167,3403
2053,2648169,1143
2053,2648170,1071
2053,2648171,107
2053,2648172,198
2053,2648173,146
2053,2648174,123
2053,2648175,3253
2053,2648176,334
2053,2648177,611
2053,2648178,97
2053,2648179,60
2053,2648180,954
2053,2648181,208
2053,2648182,436
2053,2648183,331
2053,2648184,1541
2053,2648186,385
2053,2648187,937
2053,2648188,396
2053,2648189,1073
2053,2648191,88
2053,2648193,482
2053,2648195,397
2053,2648196,547
2053,2648198,498
2053,2648199,6320
2053,2648200,2543
2053,2648201,2161
2053,2648202,1454
2053,2648203,2900
2053,2648205,0
2053,2648206,1150
2053,2648207,3135
2053,2648209,171
2053,2648210,743
2053,2648212,0
2053,2648214,0
2053,2648215,2015
2053,2648217,0
2053,2648219,3559
2053,2648220,1722
2053,2648222,3591
2053,2648225,2212
2053,2648226,4062
2053,2648227,4540
2053,2648228,149
2053,2648229,1049
2053,2648230,381
2053,2648231,3123
2053,2648232,109
2053,2648234,79
2053,2648236,2562
2053,2648237,634
2053,2648238,645
2053,2648239,7249
2053,2648241,0
2053,2648242,698
2053,2648243,899
2053,2648244,2920
2053,2648245,16113
2053,2648246,637
2053,2648247,362
2053,2648248,441
2053,2648249,2595
2053,2648250,2380
2053,2648251,633
2053,2648252,1773
2053,2648253,2059
2053,2648254,317
2053,2648256,149
2053,2648258,52
2053,2648259,52
2053,2648260,2829
2053,2648262,1241
2053,2648263,4632
2053,2648264,99
2053,2648266,999
2053,2648267,2708
2053,2648268,85
2053,2648270,177
2053,2648272,906
2053,2648274,87
2053,2648276,116
2053,2648277,147
2053,2648278,125
2053,2648279,49
2053,2648281,469
2053,2648283,6157
2053,2648285,166
2053,2648287,859
2053,2648288,47
2053,2648289,5646
2053,2648290,482
2053,2648291,706
2053,2648292,870
2053,2648293,2448
2053,2648294,5218
2053,2648295,890
2053,2648297,1746
2053,2648299,0
2053,2648300,850
2053,2648301,1505
2053,2648302,383
2053,2648303,1569
2053,2648304,400
2053,2648305,2924
2053,2648306,387
2053,2648307,3941
2053,2648309,0
2053,2648310,92
2053,2648311,451
2053,2648312,93
2053,2648313,936
2053,2648314,45
2053,2648315,752
2053,2648316,1095
2053,2648317,8868
2053,2648319,175
2053,2648321,5664
